Ride ID,Date & Time,City,Vehicle Type,Driver ID,Customer ID,Distance (km),Duration (min),Fare (INR),Payment Method,Ride Status,Revenue (INR),Driver Education Qualification,Customer Rating,Fare per KM (auto QC)
RX005352,12-Jun-2023 09:15,Ahmedabad,Mini,D0259,C01419,7.4,16,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX005353,12-Jun-2023 09:28,Delhi,Sedan,D0349,C00271,3.6,9,161.49,UPI,Completed,129.14,Diploma,4.0,44.86
RX005354,12-Jun-2023 10:27,Kolkata,Auto,D0028,C04122,7.2,21,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX005355,12-Jun-2023 14:46,Bangalore,Mini,D0123,C00785,7.5,20,157.50,Cash,Completed,126.55,High School,5.0,21.00
RX005356,12-Jun-2023 15:25,Chennai,Mini,D0350,C01573,9.5,24,185.50,UPI,Completed,149.01,High School,4.0,19.53
RX005357,12-Jun-2023 15:58,Ahmedabad,Sedan,D0112,C03123,5.7,15,169.80,UPI,Completed,132.75,High School,4.5,29.79
RX005358,12-Jun-2023 19:12,Hyderabad,Sedan,D0230,C05786,12.6,31,436.64,Wallet,Completed,349.70,High School,4.5,34.65
RX005359,12-Jun-2023 20:33,Hyderabad,Auto,D0188,C04823,6.1,14,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX005360,12-Jun-2023 20:56,Ahmedabad,Bike,D0075,C03030,4.4,8,55.44,Cash,Completed,45.19,High School,3.5,12.60
RX005361,12-Jun-2023 22:47,Delhi,Mini,D0035,C03302,2.4,7,81.90,UPI,Completed,65.34,Diploma,4.5,34.13
RX005362,13-Jun-2023 03:11,Delhi,Bike,D0379,C01354,3.8,8,43.00,UPI,Completed,34.97,Diploma,4.5,11.32
RX005363,13-Jun-2023 07:42,Delhi,Auto,D0013,C04433,8,21,115.00,Wallet,Completed,91.61,Diploma,5.0,14.38
RX005364,13-Jun-2023 08:07,Chennai,Sedan,D0288,C05255,5.5,14,195.46,UPI,Completed,153.93,Diploma,4.5,35.54
RX005365,13-Jun-2023 11:19,Delhi,Auto,D0192,C04441,7.3,21,109.40,UPI,Completed,85.37,High School,4.5,14.99
RX005366,13-Jun-2023 18:40,Bangalore,Bike,D0293,C04091,4,8,64.57,Card,Completed,51.38,Graduate,4.5,16.14
RX005367,13-Jun-2023 21:04,Pune,Auto,D0167,C01219,4.2,12,75.60,UPI,Completed,61.21,Graduate,4.5,18.00
RX005368,14-Jun-2023 00:50,Hyderabad,Mini,D0312,C04095,3.6,9,98.10,Card,Completed,78.66,Diploma,4.5,27.25
RX005369,14-Jun-2023 08:02,Bangalore,Bike,D0065,C04714,3.5,6,45.60,UPI,Completed,36.84,Diploma,3.5,13.03
RX005370,14-Jun-2023 08:04,Chennai,SUV Premier,D0208,C05472,5.9,16,333.75,Cash,Completed,263.53,Graduate,4.0,56.57
RX005371,14-Jun-2023 08:40,Hyderabad,Mini,D0321,C04567,2,5,97.79,Cash,Completed,76.99,Graduate,5.0,48.90
RX005372,14-Jun-2023 18:31,Ahmedabad,Bike,D0203,C01938,3.1,6,53.55,UPI,Completed,42.46,Diploma,5.0,17.27
RX005373,14-Jun-2023 19:09,Hyderabad,Auto,D0340,C03712,8.2,23,134.10,UPI,Completed,106.93,Post Graduate,3.5,16.35
RX005374,14-Jun-2023 19:37,Delhi,Mini,D0059,C00907,4.8,12,183.92,UPI,Completed,144.50,High School,4.5,38.32
RX005375,14-Jun-2023 20:47,Kolkata,SUV Premier,D0069,C00735,2.1,6,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX005376,14-Jun-2023 23:12,Chennai,Auto,D0152,C02440,4.2,9,72.60,UPI,Completed,57.61,Graduate,4.5,17.29
RX005377,15-Jun-2023 08:54,Bangalore,Bike,D0240,C05993,2.1,4,40.35,Wallet,Completed,31.69,High School,4.0,19.21
RX005378,15-Jun-2023 09:26,Bangalore,Auto,D0336,C03260,7.3,16,152.58,UPI,Completed,120.46,Diploma,4.0,20.90
RX005379,15-Jun-2023 14:11,Hyderabad,Mini,D0371,C02334,2.7,6,83.70,Cash,Completed,65.79,Graduate,4.5,31.00
RX005380,15-Jun-2023 16:02,Mumbai,SUV Premier,D0198,C04690,4.9,13,25.00,UPI,No Show,25.00,Graduate,,5.10
RX005381,15-Jun-2023 18:02,Bangalore,Auto,D0076,C03193,5,12,97.20,Wallet,Completed,76.05,High School,4.5,19.44
RX005382,15-Jun-2023 18:02,Ahmedabad,Sedan,D0314,C04199,6.2,14,266.38,Card,Completed,214.41,Diploma,4.5,42.96
RX005383,16-Jun-2023 07:47,Pune,Bike,D0208,C04976,10.7,25,86.00,Cash,Completed,68.87,Graduate,4.0,8.04
RX005384,16-Jun-2023 10:33,Pune,Sedan,D0273,C00041,4.9,12,152.60,Card,Completed,120.53,High School,4.5,31.14
RX005385,16-Jun-2023 13:38,Pune,SUV Premier,D0021,C05242,3.9,9,195.00,UPI,Completed,155.29,Graduate,5.0,50.00
RX005386,16-Jun-2023 16:17,Delhi,Sedan,D0369,C05641,8.2,20,214.80,UPI,Completed,175.30,Diploma,4.0,26.20
RX005387,16-Jun-2023 18:25,Delhi,SUV Premier,D0391,C04220,4,7,231.49,Card,Completed,188.88,Diploma,4.5,57.87
RX005388,16-Jun-2023 20:48,Bangalore,Bike,D0187,C04074,10.1,21,94.82,Card,Completed,76.18,Diploma,4.5,9.39
RX005389,17-Jun-2023 00:12,Hyderabad,Bike,D0212,C01518,3.1,5,38.00,UPI,Completed,30.74,Diploma,4.0,12.26
RX005390,17-Jun-2023 06:18,Ahmedabad,Mini,D0078,C04903,6.4,17,140.90,UPI,Completed,113.04,Graduate,4.0,22.02
RX005391,17-Jun-2023 07:44,Kolkata,Auto,D0274,C01509,5.7,24,99.60,Cash,Completed,79.58,Diploma,4.5,17.47
RX005392,17-Jun-2023 09:41,Mumbai,Bike,D0309,C00295,5.9,12,64.56,Card,Completed,52.38,High School,4.0,10.94
RX005393,17-Jun-2023 11:53,Delhi,Auto,D0220,C05604,9.1,24,126.80,UPI,Completed,99.20,Diploma,4.0,13.93
RX005394,17-Jun-2023 14:19,Kolkata,Auto,D0333,C03906,6.9,25,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005395,17-Jun-2023 17:09,Kolkata,Bike,D0201,C00407,3.3,10,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005396,17-Jun-2023 20:04,Mumbai,Mini,D0105,C00345,5,10,130.50,UPI,Completed,103.45,Graduate,5.0,26.10
RX005397,18-Jun-2023 06:18,Pune,Auto,D0166,C00181,16.6,44,206.80,Card,Completed,163.01,Diploma,5.0,12.46
RX005398,18-Jun-2023 07:14,Ahmedabad,Auto,D0396,C04895,9.5,24,130.00,Cash,Completed,106.04,Diploma,4.5,13.68
RX005399,18-Jun-2023 09:17,Bangalore,Mini,D0371,C00009,10.3,24,238.56,Card,Completed,189.44,Graduate,4.5,23.16
RX005400,18-Jun-2023 09:18,Mumbai,SUV Premier,D0031,C03933,4,8,271.55,UPI,Completed,220.69,Graduate,5.0,67.89
RX005401,18-Jun-2023 09:24,Ahmedabad,Mini,D0288,C04165,5.5,15,184.32,Wallet,Completed,149.98,Diploma,4.0,33.51
RX005402,18-Jun-2023 09:25,Mumbai,Bike,D0139,C05673,3,5,50.15,UPI,Completed,39.78,Graduate,3.5,16.72
RX005403,18-Jun-2023 09:42,Hyderabad,Auto,D0386,C05886,4.5,10,93.81,UPI,Completed,76.83,Post Graduate,4.0,20.85
RX005404,18-Jun-2023 11:28,Bangalore,Mini,D0367,C04093,5.6,12,124.60,UPI,Completed,99.54,Graduate,4.5,22.25
RX005405,18-Jun-2023 11:44,Chennai,Bike,D0269,C04727,3.9,8,43.50,Cash,Completed,34.18,High School,2.5,11.15
RX005406,18-Jun-2023 13:26,Bangalore,Auto,D0020,C02042,18.3,48,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005407,18-Jun-2023 17:19,Kolkata,Mini,D0334,C02809,5.2,16,126.20,UPI,Completed,103.27,Graduate,4.0,24.27
RX005408,18-Jun-2023 18:09,Hyderabad,Auto,D0128,C02239,7.6,23,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX005409,18-Jun-2023 19:46,Pune,Sedan,D0395,C04828,3.5,9,170.62,Cash,Completed,134.40,High School,4.0,48.75
RX005410,19-Jun-2023 10:04,Mumbai,Auto,D0262,C04760,11.2,25,144.60,UPI,Completed,116.86,Graduate,4.5,12.91
RX005411,19-Jun-2023 17:30,Bangalore,SUV Premier,D0350,C03894,3,7,171.00,Wallet,Completed,137.13,High School,5.0,57.00
RX005412,19-Jun-2023 19:41,Kolkata,Sedan,D0123,C03144,6.4,20,225.08,Card,Completed,181.37,High School,5.0,35.17
RX005413,20-Jun-2023 09:00,Ahmedabad,Auto,D0287,C02487,7.3,21,170.56,UPI,Completed,134.68,High School,4.0,23.36
RX005414,20-Jun-2023 16:13,Kolkata,Bike,D0068,C02021,4,12,46.00,UPI,Completed,36.91,Diploma,4.0,11.50
RX005415,20-Jun-2023 17:10,Pune,Bike,D0280,C01161,5.7,11,54.00,UPI,Completed,42.26,Graduate,4.0,9.47
RX005416,20-Jun-2023 17:53,Bangalore,Auto,D0336,C04753,9.8,27,135.40,Card,Completed,106.70,Diploma,5.0,13.82
RX005417,20-Jun-2023 19:32,Delhi,Mini,D0321,C00825,3.5,8,147.97,Cash,Completed,117.76,Graduate,4.0,42.28
RX005418,20-Jun-2023 19:39,Kolkata,Bike,D0066,C03187,5.3,12,65.99,Card,Completed,53.98,Diploma,4.0,12.45
RX005419,21-Jun-2023 08:12,Bangalore,Bike,D0060,C01254,2.7,5,56.22,UPI,Completed,45.48,High School,3.0,20.82
RX005420,21-Jun-2023 08:44,Delhi,Mini,D0109,C05749,12.1,30,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX005421,21-Jun-2023 09:18,Bangalore,Bike,D0220,C01967,8,13,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX005422,21-Jun-2023 15:08,Pune,SUV Premier,D0343,C04091,5.7,11,237.00,UPI,Completed,192.50,Graduate,4.0,41.58
RX005423,21-Jun-2023 15:28,Bangalore,Bike,D0283,C03258,5.8,13,55.50,UPI,Completed,43.31,High School,5.0,9.57
RX005424,21-Jun-2023 16:49,Pune,Bike,D0045,C03732,8.5,14,69.50,UPI,Completed,56.62,Graduate,4.5,8.18
RX005425,21-Jun-2023 17:04,Bangalore,Mini,D0289,C02934,4.4,9,0.00,Cash,No Show,0.00,Diploma,,0.00
RX005426,21-Jun-2023 18:49,Mumbai,Auto,D0359,C03981,5.5,16,0.00,UPI,No Show,0.00,Diploma,,0.00
RX005427,21-Jun-2023 19:30,Ahmedabad,Mini,D0276,C00572,9.6,21,271.31,UPI,Completed,218.75,Diploma,4.0,28.26
RX005428,21-Jun-2023 19:48,Bangalore,Auto,D0101,C04401,2.9,7,88.13,UPI,Completed,70.02,Graduate,4.5,30.39
RX005429,21-Jun-2023 23:23,Hyderabad,Auto,D0054,C04061,11.5,33,155.00,Wallet,Completed,122.09,Graduate,4.5,13.48
RX005430,22-Jun-2023 02:33,Bangalore,Bike,D0068,C03350,4.2,10,46.00,Cash,Completed,36.98,Diploma,4.0,10.95
RX005431,22-Jun-2023 08:54,Delhi,Mini,D0215,C02515,5.2,13,141.05,UPI,Completed,113.98,Graduate,4.0,27.13
RX005432,22-Jun-2023 11:00,Pune,Mini,D0037,C04826,4.7,11,113.20,UPI,Completed,88.91,High School,5.0,24.09
RX005433,22-Jun-2023 14:00,Delhi,Auto,D0291,C02966,6.4,17,98.20,Cash,Completed,77.38,Graduate,4.0,15.34
RX005434,22-Jun-2023 15:30,Delhi,Mini,D0053,C03700,2.3,6,79.30,Card,Completed,62.47,Graduate,4.0,34.48
RX005435,22-Jun-2023 17:31,Pune,Sedan,D0040,C02869,10.3,20,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005436,22-Jun-2023 19:38,Ahmedabad,Auto,D0302,C02237,4.4,12,100.15,Wallet,Completed,79.28,High School,4.5,22.76
RX005437,22-Jun-2023 19:45,Ahmedabad,Sedan,D0287,C02402,5.4,10,191.54,UPI,Completed,151.25,High School,4.5,35.47
RX005438,23-Jun-2023 02:20,Chennai,Sedan,D0170,C01967,4.2,9,136.80,UPI,Completed,106.92,Post Graduate,5.0,32.57
RX005439,23-Jun-2023 09:26,Hyderabad,SUV Premier,D0181,C03955,4.5,9,327.44,Wallet,Completed,264.16,Graduate,4.0,72.76
RX005440,23-Jun-2023 09:35,Delhi,Auto,D0138,C04930,6,18,134.59,UPI,Completed,110.20,Diploma,4.0,22.43
RX005441,23-Jun-2023 13:24,Kolkata,Auto,D0325,C05043,7.3,29,117.40,Card,Completed,94.24,Graduate,4.0,16.08
RX005442,23-Jun-2023 14:35,Hyderabad,Sedan,D0273,C04715,3.1,8,119.40,Card,Completed,95.43,High School,3.5,38.52
RX005443,23-Jun-2023 15:57,Chennai,SUV Premier,D0218,C01652,4.5,9,207.00,UPI,Completed,162.92,High School,4.5,46.00
RX005444,23-Jun-2023 18:25,Pune,Mini,D0367,C03303,16.1,36,431.26,Card,Completed,341.65,Graduate,4.5,26.79
RX005445,23-Jun-2023 22:18,Delhi,Sedan,D0321,C04260,3.1,8,119.40,UPI,Completed,95.06,Graduate,3.5,38.52
RX005446,24-Jun-2023 04:13,Bangalore,Bike,D0282,C03099,2,4,32.00,UPI,Completed,25.23,High School,4.0,16.00
RX005447,24-Jun-2023 07:42,Delhi,Bike,D0295,C02839,11.7,19,88.00,UPI,Completed,70.93,Graduate,3.5,7.52
RX005448,24-Jun-2023 08:10,Chennai,Bike,D0081,C05307,2.4,5,0.00,UPI,No Show,0.00,Graduate,,0.00
RX005449,24-Jun-2023 08:46,Chennai,SUV Premier,D0227,C02115,4.9,11,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX005450,24-Jun-2023 10:53,Chennai,Sedan,D0173,C01577,4.9,9,146.60,Wallet,Completed,115.77,High School,4.5,29.92
RX005451,24-Jun-2023 15:58,Mumbai,Auto,D0036,C04639,2.7,6,57.60,Cash,Completed,46.58,High School,4.5,21.33
RX005452,24-Jun-2023 18:04,Kolkata,Mini,D0261,C02042,1,4,69.43,UPI,Completed,55.83,High School,3.5,69.43
RX005453,24-Jun-2023 18:09,Hyderabad,Auto,D0038,C01184,4.3,12,114.69,UPI,Completed,90.74,Diploma,5.0,26.67
RX005454,25-Jun-2023 00:32,Bangalore,Sedan,D0040,C05579,1.7,4,91.80,UPI,Completed,73.99,Graduate,4.5,54.00
RX005455,25-Jun-2023 08:17,Pune,Auto,D0157,C00968,18.4,57,322.11,Card,Completed,257.67,High School,4.5,17.51
RX005456,25-Jun-2023 12:37,Ahmedabad,Auto,D0238,C03071,9.8,22,130.40,Wallet,Completed,103.04,Graduate,4.5,13.31
RX005457,25-Jun-2023 14:41,Mumbai,Sedan,D0014,C03829,21,42,438.00,Cash,Completed,355.15,Graduate,4.0,20.86
RX005458,25-Jun-2023 15:02,Ahmedabad,SUV Premier,D0225,C00225,1.7,4,0.00,UPI,No Show,0.00,High School,,0.00
RX005459,25-Jun-2023 19:32,Pune,Mini,D0210,C03866,5.2,13,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX005460,25-Jun-2023 19:38,Mumbai,Mini,D0374,C03485,2.4,5,121.96,UPI,Completed,96.66,Diploma,4.0,50.82
RX005461,25-Jun-2023 20:37,Bangalore,Sedan,D0329,C03575,6.5,13,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005462,26-Jun-2023 06:24,Delhi,Auto,D0266,C03932,8.4,20,117.20,UPI,Completed,93.01,High School,5.0,13.95
RX005463,26-Jun-2023 07:06,Kolkata,Auto,D0183,C04408,6.3,22,102.40,UPI,Completed,80.83,Diploma,5.0,16.25
RX005464,26-Jun-2023 09:49,Hyderabad,Auto,D0096,C02022,2.2,7,65.34,UPI,Completed,52.10,Diploma,4.5,29.70
RX005465,26-Jun-2023 09:57,Delhi,Auto,D0197,C02822,7.4,21,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005466,26-Jun-2023 10:53,Mumbai,Auto,D0173,C02022,4.5,10,76.00,Cash,Completed,60.03,High School,5.0,16.89
RX005467,26-Jun-2023 12:01,Delhi,Auto,D0063,C05554,5.6,14,88.80,Card,Completed,69.59,Diploma,4.5,15.86
RX005468,26-Jun-2023 12:41,Pune,Auto,D0167,C03261,3.1,9,63.80,Card,Completed,50.57,Graduate,4.5,20.58
RX005469,26-Jun-2023 12:52,Chennai,SUV Premier,D0076,C04045,3.8,9,193.00,UPI,Completed,150.89,High School,4.5,50.79
RX005470,26-Jun-2023 18:16,Delhi,Mini,D0082,C05736,2.7,8,106.67,Wallet,Completed,85.75,Diploma,5.0,39.51
RX005471,26-Jun-2023 20:55,Kolkata,Auto,D0186,C00915,3.9,14,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX005472,26-Jun-2023 22:46,Kolkata,Mini,D0240,C05835,3.6,14,0.00,Card,No Show,0.00,High School,,0.00
RX005473,27-Jun-2023 01:52,Delhi,Sedan,D0298,C04542,4.5,10,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX005474,27-Jun-2023 06:09,Ahmedabad,Mini,D0047,C05291,5.6,12,124.60,UPI,Completed,99.04,Diploma,4.0,22.25
RX005475,27-Jun-2023 07:34,Ahmedabad,Mini,D0048,C05993,2.3,7,80.80,UPI,Completed,65.16,High School,4.5,35.13
RX005476,27-Jun-2023 11:12,Delhi,Sedan,D0161,C02479,1.4,3,85.60,UPI,Completed,66.92,High School,4.5,61.14
RX005477,27-Jun-2023 14:05,Hyderabad,Auto,D0137,C01194,13.8,41,181.40,Wallet,Completed,147.91,Post Graduate,5.0,13.14
RX005478,27-Jun-2023 16:11,Mumbai,Auto,D0107,C04340,3.5,11,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005479,27-Jun-2023 19:21,Pune,Auto,D0216,C03334,2.9,7,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005480,27-Jun-2023 19:50,Hyderabad,Mini,D0371,C02609,3.5,8,112.16,UPI,Completed,91.53,Graduate,5.0,32.05
RX005481,27-Jun-2023 20:52,Pune,Bike,D0271,C04266,4.8,11,56.35,Wallet,Completed,44.79,High School,3.5,11.74
RX005482,27-Jun-2023 22:18,Pune,Bike,D0202,C03071,2.3,4,33.50,UPI,Completed,27.01,Post Graduate,4.0,14.57
RX005483,28-Jun-2023 07:09,Chennai,SUV Premier,D0230,C00906,2.9,5,163.00,UPI,Completed,129.61,High School,4.5,56.21
RX005484,28-Jun-2023 13:02,Mumbai,Bike,D0129,C02655,4.5,9,47.00,UPI,Completed,38.01,High School,3.0,10.44
RX005485,28-Jun-2023 16:49,Bangalore,Mini,D0053,C03220,2.6,7,84.10,UPI,Completed,68.00,Graduate,3.0,32.35
RX005486,28-Jun-2023 17:29,Hyderabad,Auto,D0366,C05084,2.2,6,53.60,Card,Completed,43.08,Diploma,4.5,24.36
RX005487,28-Jun-2023 17:41,Delhi,Mini,D0108,C02957,2.9,7,87.40,UPI,Completed,69.13,High School,4.0,30.14
RX005488,28-Jun-2023 19:56,Chennai,Auto,D0393,C00468,3.7,9,83.42,Card,Completed,65.96,Diploma,5.0,22.55
RX005489,28-Jun-2023 23:28,Hyderabad,Auto,D0357,C05676,6,14,92.00,Cash,Completed,74.65,Graduate,4.0,15.33
RX005490,29-Jun-2023 10:54,Hyderabad,Sedan,D0251,C05209,1.8,4,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005491,29-Jun-2023 13:49,Bangalore,Sedan,D0394,C03794,2.2,6,102.80,Card,Completed,80.21,Graduate,4.5,46.73
RX005492,29-Jun-2023 18:22,Delhi,Auto,D0231,C02841,5,14,109.04,UPI,Completed,87.82,High School,3.5,21.81
RX005493,29-Jun-2023 19:28,Mumbai,Auto,D0354,C03924,3.8,9,110.50,Cash,Completed,87.47,Diploma,5.0,29.08
RX005494,29-Jun-2023 20:13,Mumbai,Mini,D0299,C03631,4.2,11,148.00,Cash,Completed,118.99,Graduate,4.0,35.24
RX005495,29-Jun-2023 20:29,Pune,Bike,D0040,C05919,4.7,10,72.96,UPI,Completed,59.58,Graduate,4.0,15.52
RX005496,29-Jun-2023 20:38,Bangalore,Mini,D0020,C01051,6.6,13,217.22,UPI,Completed,170.64,Diploma,5.0,32.91
RX005497,29-Jun-2023 21:53,Kolkata,Bike,D0040,C04551,11.7,31,94.00,UPI,Completed,76.81,Graduate,5.0,8.03
RX005498,30-Jun-2023 03:02,Bangalore,Bike,D0352,C01487,4.9,11,0.00,UPI,No Show,0.00,High School,,0.00
RX005499,30-Jun-2023 07:42,Bangalore,Sedan,D0279,C00968,2.5,6,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX005500,30-Jun-2023 08:21,Bangalore,Mini,D0288,C02639,7.7,19,200.81,Wallet,Completed,159.46,Diploma,4.5,26.08
RX005501,30-Jun-2023 14:31,Mumbai,Mini,D0254,C00244,6.8,14,140.80,UPI,Completed,114.40,High School,4.5,20.71
RX005502,30-Jun-2023 15:12,Delhi,Auto,D0236,C01463,5.3,11,83.40,UPI,Completed,65.63,Graduate,4.5,15.74
RX005503,01-Jul-2023 07:34,Mumbai,Bike,D0225,C02758,4.5,8,46.50,UPI,Completed,38.01,High School,3.0,10.33
RX005504,01-Jul-2023 09:27,Delhi,Mini,D0348,C01060,7.1,18,176.55,Cash,Completed,143.78,High School,4.5,24.87
RX005505,01-Jul-2023 11:10,Mumbai,Bike,D0251,C04622,4.1,8,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX005506,01-Jul-2023 13:16,Delhi,Bike,D0128,C00826,4.6,9,47.50,Cash,Completed,37.19,High School,4.5,10.33
RX005507,01-Jul-2023 14:51,Pune,Bike,D0309,C03503,4,9,44.50,Card,Completed,36.33,High School,4.0,11.13
RX005508,01-Jul-2023 15:28,Hyderabad,Sedan,D0060,C01872,2,4,96.00,UPI,Completed,78.05,High School,4.5,48.00
RX005509,01-Jul-2023 16:55,Chennai,Sedan,D0337,C05797,4.2,10,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX005510,01-Jul-2023 18:45,Chennai,Mini,D0333,C01791,12,29,323.92,UPI,Completed,259.30,Graduate,5.0,26.99
RX005511,01-Jul-2023 19:47,Hyderabad,Auto,D0383,C01424,10.8,30,213.29,UPI,Completed,167.24,Graduate,4.0,19.75
RX005512,01-Jul-2023 20:03,Mumbai,Mini,D0342,C03764,9.8,28,214.61,Wallet,Completed,172.02,Post Graduate,4.5,21.90
RX005513,01-Jul-2023 20:52,Pune,Auto,D0025,C02863,4.1,11,111.48,Card,Completed,89.07,Graduate,4.5,27.19
RX005514,02-Jul-2023 07:32,Bangalore,Mini,D0365,C00410,9.8,23,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX005515,02-Jul-2023 12:35,Kolkata,SUV Premier,D0153,C01345,22.3,75,761.00,Card,Completed,609.35,High School,4.0,34.13
RX005516,02-Jul-2023 14:06,Delhi,Mini,D0368,C02547,3.4,7,92.90,Cash,Completed,72.52,Graduate,4.0,27.32
RX005517,02-Jul-2023 18:11,Hyderabad,Mini,D0207,C04278,6.5,18,179.78,UPI,Completed,140.40,High School,4.5,27.66
RX005518,02-Jul-2023 18:31,Bangalore,Mini,D0224,C05401,2.4,6,0.00,,Cancelled by Customer,0.00,Post Graduate,,0.00
RX005519,02-Jul-2023 19:02,Delhi,Mini,D0301,C03664,6.5,14,198.05,Card,Completed,156.88,Graduate,5.0,30.47
RX005520,02-Jul-2023 19:29,Delhi,Auto,D0324,C00581,3,7,93.02,UPI,Completed,72.63,Diploma,4.5,31.01
RX005521,03-Jul-2023 06:42,Hyderabad,Mini,D0322,C04072,12.9,29,230.40,Cash,Completed,184.81,Diploma,4.0,17.86
RX005522,03-Jul-2023 08:06,Delhi,SUV Premier,D0398,C00814,6.3,11,366.35,UPI,Completed,296.55,High School,3.5,58.15
RX005523,03-Jul-2023 09:49,Delhi,Bike,D0073,C00615,4.5,9,60.00,UPI,Completed,48.50,Graduate,3.5,13.33
RX005524,03-Jul-2023 10:42,Delhi,Auto,D0307,C04537,5.7,16,91.60,UPI,Completed,74.08,Diploma,4.0,16.07
RX005525,04-Jul-2023 08:13,Mumbai,Sedan,D0384,C01342,10.6,24,334.14,UPI,Completed,268.29,Diploma,5.0,31.52
RX005526,04-Jul-2023 15:32,Delhi,Mini,D0116,C03079,5.7,15,130.20,Cash,Completed,102.81,Graduate,4.0,22.84
RX005527,04-Jul-2023 19:03,Kolkata,Mini,D0128,C05875,6,22,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX005528,04-Jul-2023 19:33,Bangalore,Mini,D0147,C03604,4.2,12,174.47,UPI,Completed,140.99,Diploma,4.0,41.54
RX005529,04-Jul-2023 20:12,Mumbai,Bike,D0315,C00603,4.6,9,53.28,UPI,Completed,42.90,Diploma,4.5,11.58
RX005530,05-Jul-2023 08:46,Bangalore,Sedan,D0173,C01800,6.1,13,271.45,Cash,Completed,220.76,High School,4.5,44.50
RX005531,05-Jul-2023 09:11,Hyderabad,Auto,D0207,C04143,4.7,14,124.35,Card,Completed,101.40,High School,3.5,26.46
RX005532,05-Jul-2023 09:15,Bangalore,Auto,D0087,C05540,11.2,30,230.37,Wallet,Completed,182.23,Graduate,4.5,20.57
RX005533,05-Jul-2023 09:40,Mumbai,Mini,D0203,C04025,10.7,27,285.29,Wallet,Completed,228.55,Diploma,3.5,26.66
RX005534,05-Jul-2023 11:37,Mumbai,Sedan,D0355,C00545,4.3,11,142.20,UPI,Completed,112.20,Diploma,4.0,33.07
RX005535,05-Jul-2023 11:53,Delhi,SUV Premier,D0058,C03845,3.9,9,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005536,05-Jul-2023 15:10,Bangalore,Sedan,D0054,C04198,3.3,8,122.20,UPI,Completed,98.22,Graduate,4.5,37.03
RX005537,05-Jul-2023 16:16,Pune,Bike,D0345,C04503,2.8,6,37.00,UPI,Completed,29.19,Graduate,3.5,13.21
RX005538,05-Jul-2023 18:02,Hyderabad,Auto,D0247,C01846,5.6,17,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX005539,05-Jul-2023 19:07,Hyderabad,Mini,D0192,C02567,5.7,14,151.32,UPI,Completed,121.65,High School,3.0,26.55
RX005540,05-Jul-2023 19:07,Hyderabad,Sedan,D0317,C03041,5.3,12,223.99,UPI,Completed,181.80,Diploma,3.5,42.26
RX005541,05-Jul-2023 20:12,Ahmedabad,Auto,D0041,C05930,7.6,23,152.13,UPI,Completed,121.85,Diploma,4.0,20.02
RX005542,05-Jul-2023 20:56,Mumbai,Mini,D0106,C04764,4.3,9,161.91,Card,Completed,130.17,Graduate,4.5,37.65
RX005543,05-Jul-2023 20:59,Chennai,SUV Premier,D0135,C05308,7.8,16,450.31,Cash,Completed,360.62,Diploma,4.0,57.73
RX005544,06-Jul-2023 07:56,Pune,Auto,D0197,C02319,3.5,9,67.00,UPI,Completed,54.43,Diploma,4.0,19.14
RX005545,06-Jul-2023 10:01,Mumbai,Bike,D0334,C03113,7.7,16,66.50,UPI,Completed,53.70,Graduate,4.0,8.64
RX005546,06-Jul-2023 14:58,Delhi,Mini,D0132,C02509,2.2,5,76.70,Card,Completed,62.24,Graduate,4.5,34.86
RX005547,06-Jul-2023 15:59,Kolkata,Bike,D0299,C05954,11.2,26,89.00,UPI,Completed,71.34,Graduate,3.5,7.95
RX005548,06-Jul-2023 16:02,Mumbai,Mini,D0129,C02355,6.7,18,145.70,Wallet,Completed,116.98,High School,4.5,21.75
